term_id,concept_id,language_id,language_code,country_code,language_name,term_content,term_originator_reference,term_document_id,term_url,term_description,term_organization_id,term_organization_name,term_is_deprecated,concept_type_id,concept_type_name,concept_is_deprecated,definition_id,definition_content,definition_under_development,definition_originator_reference,definition_document_id,definition_url,definition_description,definition_organization_id,definition_organization_name,definition_is_deprecated,definition_is_default,label_id,label_content,label_originator_reference,label_document_id,label_url,label_description,label_organization_id,label_organization_name,label_is_deprecated,abbreviation_id,abbreviation_content,abbreviation_originator_ref,abbreviation_document_id,abbreviation_url,abbreviation_description,abbreviation_organization_id,abbreviation_organization_name,abbreviation_is_deprecated,plural_id,plural_singular_term_item_id,plural_content,plural_originator_reference,plural_document_id,plural_url,plural_description,plural_organization_id,plural_organization_name,plural_is_deprecated,nain
0161-1#TM-2929143#1,0161-1#09-0000165#1,0161-1#LG-000001#1,en,en,English-United States,concept,"ISO/TS 29002-4:2009(en), 3.2 (1000004341)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929179#1,"concept: unit of thought - ISO/TS 29002-4:2009(en), 3.2",,"ISO/TS 29002-4:2009(en), 3.2 (1000004341)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929127#1,0161-1#09-0000149#1,0161-1#LG-000001#1,en,en,English-United States,core class,"ISO/TS 15926-7:2011(en), 2.1.5 (1000004270)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929163#1,"core class: class that is a commonly used subdivision corresponding to terms used in common language [ISO 15926-1:2004, definition 3.1.4] - ISO/TS 15926-7:2011(en), 2.1.5",,"ISO/TS 15926-7:2011(en), 2.1.5 (1000004270)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929108#1,0161-1#09-0000130#1,0161-1#LG-000001#1,en,en,English-United States,commodity product class,"ISO/TS 15926-4:2007(en), 3.2.2 (1000004213)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929144#1,"commodity product class: manufactured product class whose members conform to open agreed standards - ISO/TS 15926-4:2007(en), 3.2.2",,"ISO/TS 15926-4:2007(en), 3.2.2 (1000004213)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929078#1,0161-1#09-0000100#1,0161-1#LG-000001#1,en,en,English-United States,standard class,"ISO 15926-1:2004(en), 3.1.20 (1000001186)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929114#1,"standard class: class whose specification for membership is owned or controlled by a standardization body and is publicly available - ISO 15926-1:2004(en), 3.1.20",,"ISO 15926-1:2004(en), 3.1.20 (1000001186)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929130#1,0161-1#09-0000152#1,0161-1#LG-000001#1,en,en,English-United States,class,"ISO/TS 15926-8:2011(en), 2.1.2 (1000004286)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929166#1,"class: category or division of things based on one or more critera for inclusion and exclusion - ISO/TS 15926-8:2011(en), 2.1.2",,"ISO/TS 15926-8:2011(en), 2.1.2 (1000004286)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2783375#1,0161-1#01-1174899#1,0161-1#LG-000006#1,es,ES,Spanish; Castilian-Spain,DESHUESADOS,"","","","",0161-1#OG-003631#1,DIP,f,0161-1#CT-01#1,Class,0,0161-1#DF-2308315#1,Pieza de carne sin hueso,,,,,,0161-1#OG-003631#1,DIP,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929107#1,0161-1#09-0000129#1,0161-1#LG-000001#1,en,en,English-United States,standard class,"ISO/TS 15926-4:2007(en), 3.2.10 (1000004212)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929143#1,"standard class: class whose specification for membership is owned or controlled by a standardization body and is publicly available - ISO/TS 15926-4:2007(en), 3.2.10",,"ISO/TS 15926-4:2007(en), 3.2.10 (1000004212)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929091#1,0161-1#09-0000113#1,0161-1#LG-000001#1,en,en,English-United States,body,"ISO 22745-2:2010(en), 19.3 (1000001430)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929127#1,"body: legal or administrative entity that has specific tasks and composition - ISO 22745-2:2010(en), 19.3",,"ISO 22745-2:2010(en), 19.3 (1000001430)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929071#1,0161-1#09-000093#1,0161-1#LG-000001#1,en,en,English-United States,information,"ISO 15926-1:2004(en), 3.1.12 (1000001177)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929107#1,"information: facts, concepts, or instructions - ISO 15926-1:2004(en), 3.1.12",,"ISO 15926-1:2004(en), 3.1.12 (1000001177)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929144#1,0161-1#09-0000166#1,0161-1#LG-000001#1,en,en,English-United States,object,"ISO/TS 29002-4:2009(en), 3.7 (1000004346)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929180#1,"object: anything perceivable or conceivable - ISO/TS 29002-4:2009(en), 3.7",,"ISO/TS 29002-4:2009(en), 3.7 (1000004346)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929147#1,0161-1#09-0000169#1,0161-1#LG-000001#1,en,en,English-United States,registration authority,"ISO/TS 29002-5:2009(en), 3.6 (1000004352)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929183#1,"registration authority: organization responsible for a concept dictionary - ISO/TS 29002-5:2009(en), 3.6",,"ISO/TS 29002-5:2009(en), 3.6 (1000004352)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929124#1,0161-1#09-0000146#1,0161-1#LG-000001#1,en,en,English-United States,ISO 15926-2 language,"ISO/TS 15926-7:2011(en), 2.1.16 (1000004251)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929160#1,"ISO 15926-2 language: first-order language in which the ISO 15926-2 data model is expressed - ISO/TS 15926-7:2011(en), 2.1.16",,"ISO/TS 15926-7:2011(en), 2.1.16 (1000004251)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929123#1,0161-1#09-0000145#1,0161-1#LG-000001#1,en,en,English-United States,entity,"ISO/TS 15926-7:2011(en), 2.1.11 (1000004246)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929159#1,"entity: class of information defined by common properties [ISO 10303-11:2004, definition 3.3.6] - ISO/TS 15926-7:2011(en), 2.1.11",,"ISO/TS 15926-7:2011(en), 2.1.11 (1000004246)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929106#1,0161-1#09-0000128#1,0161-1#LG-000001#1,en,en,English-United States,class,"ISO/TS 15926-4:2007(en), 3.2.1 (1000004211)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929142#1,"class: category or division of things based on one or more criteria for inclusion and exclusion - ISO/TS 15926-4:2007(en), 3.2.1",,"ISO/TS 15926-4:2007(en), 3.2.1 (1000004211)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929080#1,0161-1#09-0000102#1,0161-1#LG-000001#1,en,en,English-United States,core class,"ISO 15926-1:2004(en), 3.1.4 (1000001188)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929116#1,"core class: class that is a commonly used subdivision corresponding to terms used in common language - ISO 15926-1:2004(en), 3.1.4",,"ISO 15926-1:2004(en), 3.1.4 (1000001188)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
0161-1#TM-2929079#1,0161-1#09-0000101#1,0161-1#LG-000001#1,en,en,English-United States,conceptual data model,"ISO 15926-1:2004(en), 3.1.3 (1000001187)","","","",0161-1#OG-003645#1,ECCMA SC5,f,0161-1#CT-09#1,Data Type,0,0161-1#DF-2929115#1,"conceptual data model: data model in the three schema architecture defined by ISO/TR 9007, in which the structure of data is represented in a form independent of any physical storage or external presentation format - ISO 15926-1:2004(en), 3.1.3",,"ISO 15926-1:2004(en), 3.1.3 (1000001187)",,,,0161-1#OG-003645#1,ECCMA SC5,0,"",,,,,,,,"",,,,,,,,,"",,,,,,,,,,"",,0
